kW_Turbine1,kW_Turbine2,kW_Turbine3,kW_Turbine4,kW_Turbine5,kW_Turbine6,kW_Turbine7,kW_Turbine8,kW_Turbine9,kW_Turbine10,kW_Turbine11,kW_Turbine12,kW_Turbine13,kW_Turbine14,kW_Turbine15,kW_Turbine16,kW_Turbine17,kW_Turbine18,kW_Turbine19,kW_Turbine20,kW_Turbine21,kW_Turbine22,kW_Turbine23,kW_Turbine24,kW_Turbine25,kW_Turbine26,kW_Turbine27,kW_Turbine28,kW_Turbine29,kW_Turbine30,kW_Turbine31,kW_Turbine32,kW_Turbine33,kW_Turbine34,kW_Turbine35,kW_Turbine36,kW_Turbine37,kW_Turbine38,kW_Turbine39,kW_Turbine40,kW_Turbine41,kW_Turbine42,kW_Turbine43,kW_Turbine44,kW_Turbine45,kW_Turbine46,kW_Turbine47,kW_Turbine48,kW_Turbine49,kW_Turbine50,kW_Turbine51,kW_Turbine52,kW_Turbine53,kW_Turbine54,kW_Turbine55,kW_Turbine56,kW_Turbine57,kW_Turbine58,kW_Turbine59,kW_Turbine60,kW_Turbine61,kW_Turbine62,kW_Turbine63,kW_Turbine64,kW_Turbine65,kW_Turbine66,kW_Turbine67,kW_Turbine68,kW_Turbine69,kW_Turbine70,kW_Turbine71,kW_Turbine72,kW_Turbine73,kW_Turbine74,kW_Turbine75,kW_Turbine76,kW_Turbine77,kW_Turbine78,kW_Turbine79,kW_Turbine80,kW_Turbine81,kW_Turbine82,kW_Turbine83,kW_Turbine84,kW_Turbine85,kW_Turbine86,timestamp
41.22,47.34,55.41,50.3,50.23,30.36,34.94,534.84,54.62,55.87,48.19,34.88,30.5,63.81,63.53,57.35,49.09,54.08,46.75,68.7,40.48,60.27,38.57,55.29,33.52,38.99,44.98,43.55,34.74,29.28,65.23,62.38,48.12,42.13,24.86,48.47,54.2,73.86,69.52,95.838,54.22,68.81,28.0,36.37,26.2,33.39,46.98,35.27,57.69,58.8,53.6,22.12,24.71,55.09,61.62,80.71,61.63,32.99,66.56,63.53,80.05,61.3,78.93,96.45,97.44,76.98,82.64,69.4,66.41,58.41,73.05,50.02,48.01,54.79,37.24,104.81,73.5,90.32,66.96,71.46,82.84,87.55,84.44,76.92,61.01,0.0,2016-01-01 02:00:00
7.84,0.0,22.69,35.49,48.17,51.041000000000004,0.0,488.33,14.52,20.18,60.583999999999996,15.11,9.07,50.61,37.24,5.08,15.92,26.84,17.77,51.03,21.83,48.41,23.27,52.4,11.02,24.34,31.06,7.51,8.97,46.836999999999996,34.05,39.9,34.76,21.83,38.900999999999996,19.68,13.55,31.86,18.36,109.57,28.4,0.51,9.06,16.65,39.891999999999996,0.0,25.75,44.354,6.42,10.28,23.47,31.406,31.955,18.6,19.61,36.09,20.89,13.13,29.25,16.95,34.77,8.56,32.39,35.23,25.52,38.15,21.29,19.14,9.51,18.31,30.11,26.88,11.12,0.66,15.7,25.46,20.47,37.88,18.25,17.17,44.16,27.63,42.84,33.07,19.96,0.0,2016-01-01 02:05:00
26.519000000000002,19.816,25.744,0.5,10.09,71.722,21.086,441.82,27.956999999999997,32.629,72.977,30.834,28.304000000000002,15.46,48.418,24.163,32.463,39.589,3.23,14.68,32.766,5.83,34.266,7.09,32.925,10.64,0.55,25.49,21.546,64.393,9.81,50.676,42.498000000000005,38.34,52.942,34.486999999999995,31.070999999999998,41.516999999999996,26.909000000000002,123.29,40.869,14.579,28.611,34.281,53.583999999999996,11.411,34.16,53.438,16.756,0.0,41.693999999999996,40.692,39.2,28.539,1.87,43.614,31.453000000000003,24.313000000000002,37.027,29.655,43.533,0.0,46.578,51.831,33.22,45.218999999999994,30.209,28.059,19.674,25.523000000000003,37.233000000000004,35.897,20.355999999999998,13.003,26.623,37.417,27.779,42.38,31.971999999999998,33.873000000000005,49.57899999999999,38.66,51.295,37.344,27.554000000000002,0.0,2016-01-01 02:10:00
45.196999999999996,39.751,28.798000000000002,17.63,21.288,92.40299999999999,43.281000000000006,395.31,41.394,45.078,85.37100000000001,46.559,47.538000000000004,33.723,59.595,43.246,49.006,52.336999999999996,27.485,26.326999999999998,43.701,12.652999999999999,45.261,25.389,54.83,29.666999999999998,21.03,43.47,34.121,81.95,21.389,61.453,50.236000000000004,54.85,66.983,49.294,48.592,51.175,35.457,137.02,53.336999999999996,28.648000000000003,48.163000000000004,51.912,67.277,26.463,42.57,62.521,27.090999999999998,14.498,59.917,49.979,46.445,38.477,18.877,51.138999999999996,42.016000000000005,35.496,44.803999999999995,42.36,52.29600000000001,6.9183,60.765,68.433,40.92,52.287,39.126999999999995,36.977,29.839000000000002,32.736,44.357,44.913000000000004,29.590999999999998,25.346,37.546,49.373000000000005,35.086999999999996,46.88,45.693000000000005,50.577,54.997,49.69,59.75,41.619,35.149,0.0,2016-01-01 02:15:00
63.876000000000005,59.687,31.851999999999997,34.76,32.486999999999995,113.08,65.477,348.81,54.831,57.526,97.765,62.283,66.771,51.986000000000004,70.773,62.32899999999999,65.54899999999999,65.086,51.74,37.973,54.637,19.475,56.257,43.687,76.735,48.693000000000005,41.51,61.45,46.696999999999996,99.507,32.967,72.229,57.974,71.36,81.024,64.101,66.113,60.833,44.006,153.41,65.806,42.716,67.714,69.544,80.969,41.513999999999996,50.98,71.605,37.427,30.877,78.141,59.265,53.69,48.416000000000004,35.884,58.663000000000004,52.57899999999999,46.678999999999995,52.581,55.065,61.059,19.057000000000002,74.952,85.03399999999999,48.62,59.356,48.04600000000001,45.896,40.003,39.949,51.48,53.93,38.827,37.689,48.468999999999994,61.33,42.396,51.38,59.415,67.28,60.416000000000004,60.72,68.205,45.893,42.743,0.0,2016-01-01 02:20:00
82.554,79.623,34.906,51.89,43.685,133.76,87.67200000000001,302.3,68.26899999999999,69.975,110.16,78.007,86.005,70.249,81.95,81.411,82.09100000000001,77.834,75.995,49.62,65.57300000000001,26.298000000000002,67.253,61.986000000000004,98.64,67.72,61.99,79.43,59.273,117.06,44.54600000000001,83.005,65.71300000000001,87.87,95.066,78.90899999999999,83.634,70.49,52.553999999999995,210.95,78.275,56.785,87.265,87.175,94.661,56.566,59.39,80.689,47.763000000000005,47.255,96.365,68.551,60.935,58.354,52.891000000000005,66.187,63.141000000000005,57.861000000000004,60.358999999999995,67.77,69.821,31.195,89.14,101.63,56.32,66.42399999999999,56.964,54.81399999999999,50.167,47.161,58.603,62.946999999999996,48.063,50.031000000000006,59.391000000000005,73.28699999999999,49.70399999999999,55.88,73.137,83.98299999999999,65.834,71.75,76.66,50.167,50.336999999999996,0.0,2016-01-01 02:25:00
101.23,99.559,37.96,69.02,54.883,154.45,109.87,255.79,81.706,82.42399999999999,122.55,93.73100000000001,105.24,88.51100000000001,93.12700000000001,100.49,98.634,90.583,100.25,61.266999999999996,76.509,33.121,78.249,80.28399999999999,120.54,86.74700000000001,82.47,97.41,71.84899999999999,134.62,56.123999999999995,93.781,73.45100000000001,104.38,109.11,93.71600000000001,101.16,80.148,61.103,172.45,90.744,70.854,106.82,104.81,108.35,71.617,67.8,89.772,58.099,63.633,114.59,77.837,68.18,68.293,69.899,73.711,73.704,69.044,68.13600000000001,80.475,78.584,43.333,103.33,118.24,64.02,73.493,65.883,63.733000000000004,60.331,54.373999999999995,65.727,71.96300000000001,57.299,62.373999999999995,70.314,85.243,57.013000000000005,60.38,86.85799999999999,100.69,71.253,82.78,85.115,54.441,57.931000000000004,0.0,2016-01-01 02:30:00
119.91,119.49,41.013999999999996,86.15,66.082,175.13,132.06,209.28,95.14299999999999,94.87299999999999,134.95,109.46,124.47,106.77,104.31,119.58,115.18,103.33,124.51,72.913,87.444,39.944,89.244,98.583,142.45,105.77,102.95,115.39,84.42399999999999,152.18,67.703,104.56,81.189,120.89,123.15,108.52,118.68,89.805,69.65100000000001,130.84,103.21,84.92200000000001,126.37,122.44,122.05,86.669,76.21,98.85600000000001,68.434,80.012,132.81,87.124,75.425,78.23100000000001,86.906,81.236,84.26700000000001,80.227,75.913,93.18,87.34700000000001,55.472,117.51,134.84,71.72,80.561,74.801,72.65100000000001,70.49600000000001,61.586999999999996,72.85,80.98,66.53399999999999,74.717,81.237,97.2,64.321,64.88,100.58,117.39,76.671,93.81,93.57,58.716,65.52600000000001,0.0,2016-01-01 02:35:00
138.59,139.43,44.068000000000005,103.28,77.28,195.81,154.26,162.77,108.58,107.32,147.34,125.18,143.71,125.04,115.48,138.66,131.72,116.08,148.76,84.56,98.38,46.766000000000005,100.24,116.88,164.35,124.8,123.43,133.37,97.0,169.73,79.281,115.33,88.927,137.4,137.19,123.33,136.2,99.463,78.2,87.72,115.68,98.991,145.92,140.07,135.74,101.72,84.62,107.94,78.77,96.39,151.04,96.41,82.67,88.17,103.91,88.76,94.83,91.41,83.69,105.89,96.11,67.61,131.7,151.44,79.42,87.63,83.72,81.57,80.66,68.8,79.9,80.38,75.77,87.06,92.16,75.93,71.63,69.38,83.62,92.84,82.09,104.84,102.03,62.99,73.12,39.67,2016-01-01 02:40:00
185.85,193.87,47.122,120.41,142.12,216.49,176.45,116.26,92.89,119.77,166.86,134.43,162.94,143.3,126.66,191.6,170.83,171.29,173.02,142.63,144.33,53.589,157.56,135.18,186.26,174.71,143.91,183.14,168.81,187.29,90.86,126.11,96.665,182.29,151.23,176.56,153.72,109.12,103.26,98.84,128.15,113.06,165.47,157.7,149.43,151.06,168.38,164.72,129.12,165.59,169.26,156.4,124.94,104.1,120.92,143.73,146.36,157.11,141.92,118.59,138.76,145.66,145.89,168.04,168.04,156.55,166.49,150.84,131.64,159.28,155.1,145.25,171.9,155.13,136.67,83.64,111.06,129.51,161.17,163.05,137.15,138.36,110.48,124.5,152.63,121.61,2016-01-01 02:45:00
259.66,252.81,50.176,187.23,201.26,237.17,198.65,171.49,184.13,194.29,212.09,202.75,121.38,183.04,221.38,191.9,198.24,227.66,197.27,199.51,151.0,60.412,211.21,197.19,205.25,229.4,187.69,208.46,129.53,235.6,160.11,196.49,104.4,200.11,134.97,205.08,171.24,124.7,157.7,86.62,154.16,162.14,233.9,132.63,81.06,188.57,166.94,197.86,165.5,184.32,178.52,175.94,126.18,117.72,177.84,165.63,189.02,175.84,201.39,176.53,203.0,152.97,219.14,210.8,221.53,201.09,177.73,203.24,177.79,178.6,182.12,179.88,219.27,174.41,156.04,137.32,131.84,170.51,203.47,167.71,169.1,187.64,140.23,105.22,149.12,147.66,2016-01-01 02:50:00
332.12,280.05,53.23,221.32,175.51,307.87,272.98,256.04,169.32,212.17,294.88,234.47,163.01,245.74,253.71,224.82,196.98,229.3,240.4,242.54,189.98,67.235,262.55,220.47,264.43,249.64,268.8,250.86,137.88,242.47,232.68,199.39,112.14,287.48,155.54,245.54,252.35,222.08,202.39,73.33,230.33,221.63,239.99,143.7,74.01,158.02,222.22,199.71,135.64,223.65,182.43,176.63,156.9,197.36,225.38,259.01,255.97,274.75,235.24,233.96,233.81,207.75,271.32,261.22,225.98,286.42,243.26,254.66,226.4,171.69,214.93,177.59,253.98,237.67,205.57,193.53,167.96,148.69,200.16,258.41,198.87,259.65,144.4,111.82,190.54,171.53,2016-01-01 02:55:00
219.28,235.26,56.284,236.38,231.19,183.53,185.74,183.16,141.85,180.45,225.75,183.8,120.11,218.49,257.31,118.7,157.87,212.31,189.31,260.89,147.15,74.057,214.51,226.29,163.15,219.44,184.78,138.86,165.24,157.66,199.63,210.71,119.88,191.38,140.77,209.77,245.51,184.38,115.88,222.95,181.65,163.85,165.38,145.16,126.28,78.34,121.94,131.53,104.77,146.68,156.88,99.72,64.45,91.62,164.27,216.37,176.38,187.48,167.85,185.84,178.6,151.0,204.82,175.54,193.89,191.04,189.79,170.55,185.35,185.92,189.43,185.94,207.75,190.37,240.45,234.84,223.1,181.34,255.11,190.78,245.13,279.83,258.29,215.0,322.96,293.31,2016-01-01 03:00:00
163.36,137.49,59.338,88.81,112.41,131.68,123.33,75.73,77.67,80.95,121.8,83.85,87.05,100.25,111.11,126.49,83.62,94.72,97.31,108.59,97.78,80.88,115.77,99.66,120.4,133.94,109.73,131.58,120.7,167.94,74.75,130.28,127.62,117.45,69.71,107.58,114.72,74.11,86.33,268.75,88.16,98.64,121.65,106.26,58.11,78.11,92.69,88.75,92.78,197.14,211.35,130.99,67.11,106.52,118.5,168.3,101.57,130.55,168.93,112.11,184.74,152.85,213.43,188.57,96.37,149.12,162.66,138.33,118.05,178.18,165.02,97.03,195.47,141.32,138.92,114.62,142.28,123.74,183.61,164.63,160.64,142.93,170.38,133.21,160.14,128.29,2016-01-01 03:05:00
123.29,140.81,62.391999999999996,48.62,91.75,102.86,117.92,83.98,79.78,60.35,115.52,61.91,143.45,92.03,95.25,162.99,131.08,75.5,109.0,97.2,138.88,97.71,116.79,97.76,114.53,156.71,144.54,107.16,144.35,173.93,75.56,130.09,135.36,137.01,141.39,147.65,66.51,56.81,76.86,225.13,104.1,95.88,130.45,142.77,153.38,58.61,141.44,158.08,121.72,146.75,156.55,101.07,139.45,105.64,128.07,144.32,149.93,147.41,79.85,124.9,149.96,166.57,144.19,174.08,122.63,124.91,142.19,113.33,78.8,147.04,175.23,148.72,135.43,166.61,165.68,88.68,196.95,178.88,112.14,157.12,110.32,157.01,169.88,89.88,158.28,161.44,2016-01-01 03:10:00
61.74,78.96,65.446,120.64,142.59,56.57,57.69,78.49,115.34,90.64,86.24,108.88,69.13,106.49,107.31,106.72,67.18,97.22,101.17,122.04,120.91,122.45,112.24,131.62,98.28,140.13,142.69,100.53,141.55,116.14,87.62,116.96,143.09,73.97,89.01,91.14,114.14,104.71,102.35,176.28,88.8,126.77,87.3,141.56,116.39,89.96,122.49,110.25,69.88,136.49,136.03,114.38,101.33,116.23,110.16,141.18,99.1,131.85,79.26,97.39,114.0,132.81,117.87,145.61,78.36,98.86,99.55,94.29,63.24,115.23,118.51,98.53,105.88,113.1,94.07,75.68,118.18,97.25,77.06,129.67,101.51,134.82,107.47,102.2,121.31,116.16,2016-01-01 03:15:00
50.41,48.0,68.5,32.69,69.14,43.88,46.24,43.99,51.91,42.41,63.69,34.92,92.73,101.87,92.7,93.84,64.3,40.87,63.76,86.33,80.74,72.12,35.3,58.13,38.92,56.62,67.68,57.87,86.17,53.23,52.53,76.42,150.83,60.3,118.06,61.8,98.13,86.9,97.92,177.84,95.57,84.13,59.26,78.03,60.38,59.98,58.51,100.33,75.6,114.11,77.93,101.64,87.35,63.5,89.44,84.23,108.07,86.84,102.05,73.11,124.06,73.09,91.59,79.49,80.8,85.0,76.7,76.27,88.82,75.71,116.3,100.87,89.19,107.96,112.61,54.88,120.04,87.94,122.56,86.08,80.2,125.89,106.44,81.01,95.46,126.24,2016-01-01 03:20:00
87.46,100.77,110.3,68.06,134.19,66.98,85.89,66.87,64.64,82.66,111.46,63.32,129.35,77.72,87.06,97.25,70.65,32.41,69.14,117.76,85.53,64.81,91.72,92.75,97.81,130.04,86.32,85.65,112.89,121.19,42.34,113.15,158.57,95.1,128.51,137.02,85.32,96.57,61.11,140.07,128.85,80.92,100.76,130.56,130.36,71.0,137.94,129.45,105.49,121.7,139.65,97.6,136.65,75.72,95.75,102.14,134.3,122.84,51.42,92.22,121.67,108.99,105.12,127.99,85.98,90.69,116.86,121.64,106.19,132.12,134.6,165.05,120.97,132.05,165.33,122.22,199.88,183.09,183.56,147.26,162.91,159.92,189.78,183.96,175.11,170.9,2016-01-01 03:25:00
281.04,265.12,202.31,208.93,223.63,267.24,254.5,237.89,211.09,242.21,275.3,299.53,129.09,229.5,213.26,190.86,199.96,222.98,232.79,224.34,130.74,130.37,238.19,267.46,218.88,251.49,239.22,200.52,174.08,254.87,215.34,210.64,259.45,265.66,137.66,198.02,232.11,180.73,194.75,396.26,219.71,210.4,245.72,200.08,115.51,250.06,238.28,287.29,190.21,268.26,275.34,267.94,227.96,191.61,217.14,229.58,251.36,260.09,202.73,187.05,227.87,222.06,232.38,267.23,258.01,272.19,250.82,227.85,187.93,251.47,213.85,198.48,205.93,209.69,194.09,243.44,190.7,282.32,285.13,274.08,170.9,284.87,278.19,151.77,325.13,148.52,2016-01-01 03:30:00
393.94,345.45,321.64,319.25,299.98,295.47,378.05,314.77,292.79,291.31,383.11,273.55,251.06,348.84,339.96,364.97,269.02,303.1,326.68,332.84,298.9,340.55,317.97,308.23,260.76,331.58,328.56,306.27,212.94,219.53,330.67,339.79,318.15,378.37,218.37,160.26,354.58,351.45,272.76,424.89,335.17,355.81,296.24,190.94,154.92,212.06,318.39,259.46,231.67,336.69,228.6,202.69,120.7,310.91,353.01,331.35,367.91,314.85,355.15,322.25,331.82,248.76,309.34,298.27,286.55,329.1,341.77,328.52,366.17,223.62,319.64,246.05,317.81,297.94,229.3,191.09,223.37,192.99,257.36,305.06,222.28,318.34,315.17,183.19,274.54,217.7,2016-01-01 03:35:00
475.78,414.23,367.06,315.5,328.95,218.98,379.83,401.5,374.85,327.67,426.68,369.07,394.87,407.37,401.31,337.51,327.5,394.58,428.79,412.9,388.16,421.21,436.98,421.2,328.24,345.73,415.71,285.0,326.62,276.5,396.19,380.27,455.72,277.95,209.26,255.97,344.92,337.22,423.84,691.75,306.44,347.51,424.96,304.67,274.18,373.71,384.02,183.75,377.11,410.04,412.01,233.57,123.59,328.0,423.29,490.06,374.46,197.12,293.87,414.86,465.59,492.06,440.95,417.55,419.58,430.86,416.03,366.8,399.71,173.16,224.91,302.94,349.51,264.96,362.04,273.41,349.4,255.26,249.5,221.97,208.25,334.19,311.46,310.03,358.06,318.42,2016-01-01 03:40:00
331.58,292.49,328.98,332.4,342.31,298.39,338.1,292.1,247.26,296.08,346.64,212.8,218.84,295.76,304.96,336.02,186.23,222.95,331.82,350.9,294.12,371.21,297.98,372.72,230.38,276.21,366.23,264.18,149.47,200.69,333.86,349.6,344.93,322.67,152.29,134.09,333.19,309.79,323.67,596.96,234.16,299.68,257.95,200.32,200.53,255.99,267.75,142.44,272.14,292.12,273.46,178.12,91.0,246.81,294.38,355.4,270.42,145.35,234.14,342.32,371.81,375.32,384.42,336.32,295.25,261.2,329.33,301.05,291.56,128.14,122.13,261.61,256.23,175.0,283.23,219.33,232.7,240.61,218.03,197.11,177.32,272.37,259.14,237.05,248.45,229.53,2016-01-01 03:45:00
261.86,241.13,250.83,253.4,241.31,147.41,226.2,199.56,232.49,188.99,238.62,189.73,176.41,247.51,236.1,178.06,126.05,155.21,178.65,221.27,149.4,194.69,177.26,208.67,116.44,175.31,227.02,187.7,101.14,140.89,215.58,221.96,160.12,200.62,82.41,76.6,195.55,182.0,181.93,1023.1,200.0,181.6,188.7,110.82,89.5,142.79,195.92,149.97,158.01,168.61,130.54,103.8,97.31,171.91,159.4,172.66,188.52,185.44,196.75,168.15,209.72,196.72,231.48,232.86,246.77,269.26,235.51,175.5,201.72,52.72,103.01,178.73,175.63,134.47,173.73,169.72,172.93,171.19,152.62,215.1,194.21,219.0,242.19,184.0,254.32,248.26,2016-01-01 03:50:00
351.48,566.4,646.94,709.62,528.15,433.12,217.18,469.71,395.43,534.83,213.9,420.08,428.47,607.13,390.45,215.58,238.66,497.39,304.38,497.41,307.76,311.28,265.0,451.19,191.67,186.18,253.13,152.97,176.49,123.3,234.25,245.3,191.19,120.63,111.45,162.91,163.9,168.59,172.33,1348.9,141.34,174.81,184.8,147.31,148.64,174.28,131.08,118.69,192.69,175.38,155.99,111.94,81.62,146.97,191.88,195.43,126.31,102.86,194.66,193.06,155.14,159.6,210.44,167.91,191.75,230.27,215.35,188.42,193.13,118.07,152.67,189.45,180.84,145.47,121.53,130.63,150.4,122.16,92.75,116.18,121.01,152.43,128.03,102.92,160.09,134.6,2016-01-01 03:55:00
782.83,727.38,905.71,670.22,533.99,472.84,485.26,815.99,857.93,613.65,561.29,906.17,830.33,708.0,689.58,487.64,700.13,642.85,699.26,718.97,550.62,537.4,728.32,824.63,696.14,777.07,687.98,608.02,601.12,711.05,711.21,540.04,700.17,529.65,593.03,586.18,654.58,567.49,409.52,1413.8,489.76,739.6,433.54,415.54,444.14,415.88,365.49,371.9,338.56,400.63,319.08,281.53,286.92,315.56,829.55,473.95,268.78,209.15,509.03,664.03,194.08,307.81,673.76,247.51,159.11,293.51,460.1,226.3,191.34,275.27,199.06,130.24,193.5,175.22,109.51,166.37,226.41,161.67,138.12,138.96,155.04,111.71,125.26,126.72,110.82,98.91,2016-01-01 04:00:00
1060.2,615.9,1045.0,731.73,636.28,465.82,465.94,1274.3,996.16,636.26,724.01,1245.9,1214.2,762.32,778.46,605.87,1102.9,752.23,773.77,969.75,653.95,614.53,932.19,1024.5,1201.3,927.54,1004.8,656.81,883.63,962.07,966.41,780.14,801.32,743.69,671.03,646.16,887.87,618.95,612.7,1258.5,837.1,1017.9,852.05,596.28,661.03,959.64,678.79,697.76,936.17,843.73,723.47,649.71,506.54,674.84,1187.4,1031.3,809.21,536.97,1282.5,1329.9,1127.1,1168.1,1294.0,860.05,994.23,1181.0,1129.3,889.91,883.77,732.76,862.32,710.72,937.71,566.76,748.28,504.04,771.61,624.41,472.96,350.48,531.47,233.49,345.78,316.34,255.89,195.56,2016-01-01 04:05:00
1310.5,960.09,1297.2,1101.0,872.88,630.12,764.56,1442.7,1315.8,850.02,934.09,1386.9,1383.7,916.87,815.31,952.21,1344.5,943.08,702.26,1098.3,817.1,787.28,807.34,1218.2,1462.0,872.31,1291.3,726.3,766.54,887.39,1229.7,1085.3,1254.5,787.1,634.15,950.69,862.5,638.76,928.57,1474.3,1058.6,1091.7,904.5,912.4,929.62,1247.9,539.26,852.75,1295.3,883.04,635.6,825.55,699.16,780.17,1061.3,1231.5,1073.2,765.65,1003.2,1130.9,1313.5,1071.0,1138.0,1157.0,1190.4,1142.5,1255.5,1227.8,1160.1,917.52,1060.0,1177.4,1389.9,1310.7,946.64,1194.0,1158.6,1015.8,1136.2,1028.7,964.56,1056.8,1362.3,1205.4,1349.5,957.31,2016-01-01 04:10:00
1313.4,1158.0,1202.3,1200.9,1002.4,907.54,679.51,1216.6,1292.0,887.35,710.45,1267.8,1195.7,727.44,1063.7,495.34,1191.6,1087.0,914.96,857.22,1124.3,508.7,937.79,1041.7,1221.7,766.88,1097.7,971.47,804.8,885.92,1155.2,1152.8,1076.4,583.88,477.38,598.04,723.89,916.36,1169.0,1514.0,967.61,718.98,1039.0,1011.7,1000.9,1295.8,618.45,808.03,1368.5,818.2,616.23,1128.9,677.75,956.17,1186.1,1084.8,1164.0,947.55,954.58,1147.3,1329.2,1191.9,1086.2,1075.5,1155.3,999.98,1253.5,1265.7,1263.4,734.37,916.31,1112.4,1288.1,1168.7,1368.3,1112.8,1066.2,1305.0,1388.2,1208.2,1023.3,1437.7,1408.6,1384.5,1408.6,1402.6,2016-01-01 04:15:00
1522.8,1524.6,1525.2,1521.4,1488.8,1516.4,1488.7,1517.7,1485.7,1478.3,1321.1,1525.7,1399.9,1411.9,1260.8,1506.3,1456.1,1441.6,1216.2,1430.9,1524.5,1294.0,1144.2,1472.3,1326.2,1166.2,1309.5,1313.6,1165.5,1307.5,1409.3,1407.6,1111.3,1012.5,1124.4,1070.1,1206.5,1274.4,1241.8,1520.7,1236.9,1060.1,732.37,1127.1,1112.1,1147.7,909.66,876.3,932.53,760.31,838.53,803.17,550.5,1042.4,1054.5,957.11,884.52,620.4,939.9,1081.4,1130.3,1062.4,1077.3,1024.8,965.83,947.49,988.53,1039.9,934.49,514.16,636.04,1070.1,1220.9,967.3,1207.7,1007.6,897.78,962.94,1146.4,1021.0,770.64,1400.2,1369.1,1188.6,1384.6,1391.7,2016-01-01 04:20:00
1507.7,1467.0,1507.3,1480.8,1449.6,1469.5,1507.4,1335.4,1438.1,1457.0,1164.1,1492.9,1441.7,1429.6,1288.8,1514.2,1454.2,1437.7,1346.0,1413.3,1635.6,1475.4,1186.1,1418.8,1345.6,1229.5,1016.7,1509.0,1470.5,1470.0,1447.1,1487.8,1469.8,1461.1,1483.5,1484.7,1157.3,1305.6,1377.3,1519.8,1386.4,1266.4,1492.1,1411.8,1487.5,1386.3,1409.4,1442.1,1401.6,1006.5,1421.2,1388.3,1406.0,1449.3,1321.2,1183.9,1240.4,1283.5,1376.2,1386.7,651.88,1011.8,1355.6,1305.3,1084.6,1346.9,1192.7,1452.9,897.59,1268.9,1160.2,973.92,1472.8,1347.6,1158.3,761.37,844.99,710.71,1118.7,470.24,618.6,1146.9,1346.8,1157.4,1255.9,1184.4,2016-01-01 04:25:00
1403.9,1249.9,1403.5,1439.6,1438.0,1266.9,1376.6,1389.7,1387.5,1448.2,1096.2,1429.1,1297.5,1437.0,1351.8,1201.4,1381.4,1409.5,1384.6,1428.7,1451.0,1420.2,1281.7,1461.0,1199.8,1042.4,1161.1,1453.4,1450.1,1409.8,1447.3,1414.6,1380.3,1394.9,1444.5,1297.9,1187.9,1343.3,1189.4,1517.8,1310.3,999.44,1309.8,1436.0,1385.5,1371.8,1430.3,1453.9,1279.3,1079.0,1364.0,1254.7,1317.2,1207.0,1198.5,1243.6,1300.3,1285.1,1217.6,1017.7,914.39,977.51,1191.5,1177.8,923.57,1181.4,1312.9,1227.5,1216.1,1261.1,1181.3,1263.4,1357.2,1251.3,970.05,1009.5,1084.6,1098.6,994.7,680.33,1195.6,1387.1,1339.0,1191.9,1423.3,1207.9,2016-01-01 04:30:00
1420.3,1390.3,1331.9,1417.7,1473.6,1398.9,1456.9,1323.1,1373.0,1371.5,1388.7,1338.1,1322.1,1281.0,1435.4,1405.7,1263.4,1418.9,1332.6,1170.2,1115.6,1362.1,1434.1,1294.0,1243.2,978.38,1242.6,1351.3,1343.0,1286.0,1049.8,1391.0,1363.8,1310.8,1212.9,1292.6,1386.7,1391.3,803.37,1511.3,1217.7,1190.4,1294.0,1415.6,1362.2,1223.0,1213.4,1410.3,1149.1,1053.8,1288.2,1228.3,1282.4,1319.7,1352.4,1316.3,1243.8,1265.6,1321.4,1266.5,1180.2,1359.6,1144.1,1418.5,1103.3,1125.5,1114.7,1276.4,1324.4,1364.6,1239.8,1277.1,1173.3,1234.2,1137.9,1245.6,1196.2,1077.1,981.52,786.01,1025.0,1089.5,987.29,992.87,1120.2,1116.7,2016-01-01 04:35:00
1520.7,1445.1,1392.6,1353.9,1498.1,1442.6,1524.7,1443.0,1492.8,1378.8,1516.6,1479.0,1451.4,1496.2,1442.9,1484.7,1467.0,1329.4,1255.2,1470.9,1377.6,1472.4,1442.3,1510.6,1473.8,1175.3,1393.9,1426.3,1481.5,1443.1,1452.5,1515.7,1482.8,1433.2,1430.9,1490.0,1489.1,1493.4,1365.6,1484.7,1450.8,1419.5,1461.6,1493.7,1497.3,1443.5,1420.9,1506.6,1458.2,1255.2,1504.3,1473.5,1477.7,1489.3,1476.4,1391.1,1373.1,1404.7,1505.6,1451.1,1216.4,1509.1,1394.9,1520.6,1297.2,1456.3,1312.3,1443.9,1414.0,1485.3,1404.0,1431.8,1501.3,1416.7,1440.8,1449.5,1504.3,1493.5,1484.8,1186.8,1443.6,1420.2,1483.7,1463.1,1496.6,1484.6,2016-01-01 04:40:00
